0	0
1	1
2	2
3	3
0	4
1	5
2	6
3	7
0	8
1	9
2	10
3	11
0	12
1	13
2	14
3	15
0	16
1	17
2	18
3	19
0	20
1	21
2	22
3	23
0	24
1	25
2	26
3	27
0	28
1	29
2	30
3	31
0	32
1	33
2	34
3	35
0	36
1	37
2	38
3	39
0	40
1	41
2	42
3	43
0	44
1	45
2	46
3	47
0	48
1	49
2	50
3	51
0	52
1	53
2	54
3	55
0	56
1	57
2	58
3	59
0	60
1	61
2	62
3	63
0	64
1	65
2	66
3	67
0	68
1	69
2	70
3	71
0	72
1	73
2	74
3	75
0	76
1	77
2	78
3	79
0	80
1	81
2	82
3	83
0	84
1	85
2	86
3	87
0	88
1	89
2	90
3	91
0	92
1	93
2	94
3	95
0	96
1	97
2	98
3	99
0	100
1	101
2	102
3	103
0	104
1	105
2	106
3	107
0	108
1	109
2	110
3	111
0	112
1	113
2	114
3	115
0	116
1	117
2	118
3	119
0	120
1	121
2	122
3	123
0	124
1	125
2	126
3	127
0	128
1	129
2	130
3	131
0	132
1	133
2	134
3	135
0	136
1	137
2	138
3	139
0	140
1	141
2	142
3	143
0	144
1	145
2	146
3	147
0	148
1	149
2	150
3	151
0	152
1	153
2	154
3	155
0	156
1	157
2	158
3	159
0	160
1	161
2	162
3	163
0	164
1	165
2	166
3	167
0	168
1	169
2	170
3	171
0	172
1	173
2	174
3	175
0	176
1	177
2	178
3	179
0	180
1	181
2	182
3	183
0	184
1	185
2	186
3	187
0	188
1	189
2	190
3	191
0	192
1	193
2	194
3	195
0	196
1	197
2	198
3	199
0	200
1	201
2	202
3	203
0	204
1	205
2	206
3	207
0	208
1	209
2	210
3	211
0	212
1	213
2	214
3	215
0	216
1	217
2	218
3	219
0	220
1	221
2	222
3	223
0	224
1	225
2	226
3	227
0	228
1	229
2	230
3	231
0	232
1	233
2	234
3	235
0	236
1	237
2	238
3	239
0	240
1	241
2	242
3	243
0	244
1	245
2	246
3	247
0	248
1	249
2	250
3	251
0	252
1	253
2	254
3	255
0	256
1	257
2	258
3	259
0	260
1	261
2	262
3	263
0	264
1	265
2	266
3	267
0	268
1	269
2	270
3	271
0	272
1	273
2	274
3	275
0	276
1	277
2	278
3	279
0	280
1	281
2	282
3	283
0	284
1	285
2	286
3	287
0	288
1	289
2	290
3	291
0	292
1	293
2	294
3	295
0	296
1	297
2	298
3	299
0	300
1	301
2	302
3	303
0	304
1	305
2	306
3	307
0	308
1	309
2	310
3	311
0	312
1	313
2	314
3	315
0	316
1	317
2	318
3	319
0	320
1	321
2	322
3	323
0	324
1	325
2	326
3	327
0	328
1	329
2	330
3	331
0	332
1	333
2	334
3	335
0	336
1	337
2	338
3	339
0	340
1	341
2	342
3	343
0	344
1	345
2	346
3	347
0	348
1	349
2	350
3	351
0	352
1	353
2	354
3	355
0	356
1	357
2	358
3	359
0	360
1	361
2	362
3	363
0	364
1	365
2	366
3	367
0	368
1	369
2	370
3	371
0	372
1	373
2	374
3	375
0	376
1	377
2	378
3	379
0	380
1	381
2	382
3	383
0	384
1	385
2	386
3	387
0	388
1	389
2	390
3	391
0	392
1	393
2	394
3	395
0	396
1	397
2	398
3	399
