0	0
1	1
2	2
3	3
4	0
5	1
6	2
7	3
8	0
9	1
10	2
11	3
12	0
13	1
14	2
15	3
16	0
17	1
18	2
19	3
20	0
21	1
22	2
23	3
24	0
25	1
26	2
27	3
28	0
29	1
30	2
31	3
32	0
33	1
34	2
35	3
36	0
37	1
38	2
39	3
40	0
41	1
42	2
43	3
44	0
45	1
46	2
47	3
48	0
49	1
50	2
51	3
52	0
53	1
54	2
55	3
56	0
57	1
58	2
59	3
60	0
61	1
62	2
63	3
64	0
65	1
66	2
67	3
68	0
69	1
70	2
71	3
72	0
73	1
74	2
75	3
76	0
77	1
78	2
79	3
80	0
81	1
82	2
83	3
84	0
85	1
86	2
87	3
88	0
89	1
90	2
91	3
92	0
93	1
94	2
95	3
96	0
97	1
98	2
99	3
100	0
101	1
102	2
103	3
104	0
105	1
106	2
107	3
108	0
109	1
110	2
111	3
112	0
113	1
114	2
115	3
116	0
117	1
118	2
119	3
120	0
121	1
122	2
123	3
124	0
125	1
126	2
127	3
128	0
129	1
130	2
131	3
132	0
133	1
134	2
135	3
136	0
137	1
138	2
139	3
140	0
141	1
142	2
143	3
144	0
145	1
146	2
147	3
148	0
149	1
150	2
151	3
152	0
153	1
154	2
155	3
156	0
157	1
158	2
159	3
160	0
161	1
162	2
163	3
164	0
165	1
166	2
167	3
168	0
169	1
170	2
171	3
172	0
173	1
174	2
175	3
176	0
177	1
178	2
179	3
180	0
181	1
182	2
183	3
184	0
185	1
186	2
187	3
188	0
189	1
190	2
191	3
192	0
193	1
194	2
195	3
196	0
197	1
198	2
199	3
200	0
201	1
202	2
203	3
204	0
205	1
206	2
207	3
208	0
209	1
210	2
211	3
212	0
213	1
214	2
215	3
216	0
217	1
218	2
219	3
220	0
221	1
222	2
223	3
224	0
225	1
226	2
227	3
228	0
229	1
230	2
231	3
232	0
233	1
234	2
235	3
236	0
237	1
238	2
239	3
240	0
241	1
242	2
243	3
244	0
245	1
246	2
247	3
248	0
249	1
250	2
251	3
252	0
253	1
254	2
255	3
256	0
257	1
258	2
259	3
260	0
261	1
262	2
263	3
264	0
265	1
266	2
267	3
268	0
269	1
270	2
271	3
272	0
273	1
274	2
275	3
276	0
277	1
278	2
279	3
280	0
281	1
282	2
283	3
284	0
285	1
286	2
287	3
288	0
289	1
290	2
291	3
292	0
293	1
294	2
295	3
296	0
297	1
298	2
299	3
300	0
301	1
302	2
303	3
304	0
305	1
306	2
307	3
308	0
309	1
310	2
311	3
312	0
313	1
314	2
315	3
316	0
317	1
318	2
319	3
320	0
321	1
322	2
323	3
324	0
325	1
326	2
327	3
328	0
329	1
330	2
331	3
332	0
333	1
334	2
335	3
336	0
337	1
338	2
339	3
340	0
341	1
342	2
343	3
344	0
345	1
346	2
347	3
348	0
349	1
350	2
351	3
352	0
353	1
354	2
355	3
356	0
357	1
358	2
359	3
360	0
361	1
362	2
363	3
364	0
365	1
366	2
367	3
368	0
369	1
370	2
371	3
372	0
373	1
374	2
375	3
376	0
377	1
378	2
379	3
380	0
381	1
382	2
383	3
384	0
385	1
386	2
387	3
388	0
389	1
390	2
391	3
392	0
393	1
394	2
395	3
396	0
397	1
398	2
399	3
